;Unnamed: 0;tconst;primaryTitle;originalTitle;startYear;endYear;runtimeMinutes;numVotes;label;genre
932;9437;tt7068942;After the Screaming Stops;After the Screaming Stops;\N;2018;98;1683.0;TRUE;
933;9446;tt7134096;The Rhythm Section;The Rhythm Section;2020;0;109;;FALSE;
934;9488;tt7288408;Radioflash;;\N;2019;103;5290.0;FALSE;
935;9489;tt7294534;Arjun Reddy;Arjun Reddy;2017;0;182;23500.0;TRUE;
936;9491;tt7296862;SPF-18;SPF-18;2017;0;75;4996.0;FALSE;
937;9500;tt7329810;The Bill Murray Stories: Life Lessons Learned from a Mythical Man;The Bill Murray Stories: Life Lessons Learned from a Mythical Man;2018;0;70;2130.0;TRUE;
938;9528;tt7441032;Like.Share.Follow.;;2017;0;97;1871.0;FALSE;
939;9529;tt7453138;Her Name Was Christa;;2020;0;119;2121.0;FALSE;
940;9551;tt7535756;Bölük;Bölük;2017;0;95;1488.0;TRUE;
941;9552;tt7544820;Too Funny to Fail: The Life & Death of The Dana Carvey Show;Too Funny to Fail: The Life & Death of The Dana Carvey Show;2017;0;92;1468.0;TRUE;
942;9576;tt7639372;Total Dhamaal;;2019;0;130;6695.0;FALSE;
943;9578;tt7653254;Marriage Story;;2019;0;137;280078.0;TRUE;
944;9592;tt7692434;18ám Pádi;;2019;0;160;1321.0;FALSE;
945;9624;tt7881524;Arjun Patiala;Arjun Patiala;2019;0;107;1352.0;FALSE;
946;9651;tt7984766;The King;The King;2019;0;140;110160.0;TRUE;
947;9653;tt7986222;Kớlámávú Kớkilá;Kolamavu Kokila;2018;0;140;2799.0;TRUE;
948;9660;tt8006926;Thé Rússián Fivé;;2018;0;102;1193.0;TRUE;
949;9664;tt8017136;Tớny: My Méntớr thé Sériál Killér;Tony;\N;2018;124;;TRUE;
950;9671;tt8043092;Sammohanam;;2018;0;137;1789.0;TRUE;
951;9672;tt8045670;Night of Knots;Dügüm Salonu;2018;0;100;1253.0;FALSE;
952;9686;tt8095860;By the Grace of God;Grâce à Dieu;\N;2018;137;6479.0;TRUE;
953;9688;tt8099236;The Silence of Others;El silencio de otros;2018;0;96;1937.0;TRUE;
954;9690;tt8106568;Momentum Generation;Momentum Generation;2018;0;103;1074.0;TRUE;
955;9694;tt8108202;Stree;Stree;2018;0;128;32018.0;TRUE;
956;9697;tt8116640;Gớ Kárts;Go!;\N;2020;102;2587.0;FALSE;
957;9699;tt8144778;The Redeemed and the Dominant: Fittest on Earth;;2018;0;119;1347.0;TRUE;
958;9703;tt8160262;Él Hijớ;;2019;0;92;3415.0;FALSE;
959;9706;tt8178486;Earthquake Bird;;2019;0;107;13895.0;FALSE;
960;9719;tt8246392;Get In;Furie;2019;0;97;2556.0;FALSE;
961;9742;tt8354752;Emperor;Emperor;\N;2020;99;1086.0;FALSE;
962;9746;tt8364356;Haami;;2018;0;133;1185.0;TRUE;
963;9749;tt8368512;The Courier;;2020;0;112;41650.0;TRUE;
964;9758;tt8399664;Babyteeth;Babyteeth;2019;0;118;14320.0;TRUE;
965;9772;tt8472964;Chintu Ka Birthday;;2020;0;80;4396.0;TRUE;
966;9778;tt8521876;Yes Day;Yes Day;2021;0;86;21172.0;FALSE;
967;9784;tt8562562;Innocent Witness;;2019;0;129;2135.0;TRUE;
968;9786;tt8564902;Death of a Nation;;2018;0;108;6725.0;FALSE;
969;9803;tt8671462;Invoking 5;Invoking 5;2018;0;90;;FALSE;
970;9806;tt8694228;Mikhael;;2019;0;150;;FALSE;
971;9813;tt8743064;See You Yesterday;;2019;0;84;10398.0;FALSE;
972;9815;tt8753660;Ghost Killers vs. Bloody Mary;Exterminadores do Além Contra a Loira do Banheiro;2018;0;108;1470.0;FALSE;
973;9823;tt8785426;Jabariya Jodi;Jabariya Jodi;2019;0;125;1512.0;FALSE;
974;9852;tt8984572;Bob Biswas;Bob Biswas;2021;0;131;3260.0;TRUE;
975;9876;tt9086228;Gretel & Hansel;Gretel & Hansel;2020;0;87;28609.0;FALSE;
976;9878;tt9097270;Wrinklés thé Clớwn;Wrinkles the Clown;2019;0;78;1264.0;FALSE;
977;9884;tt9110170;Wrong Turn;Wrong Turn;2021;0;109;;FALSE;
978;9890;tt9138170;Limbo;;2020;0;104;2355.0;TRUE;
979;9892;tt9151704;Burn the Stage: The Movie;;2018;0;84;2751.0;TRUE;
980;9894;tt9165806;Ittymaani: Made in China;Ittymaani: Made in China;2019;0;158;1234.0;FALSE;
981;9907;tt9204204;Little Joe;Little Joe;2019;0;105;6998.0;FALSE;
982;9921;tt9271408;Úyáré;;2019;0;125;3363.0;TRUE;
983;9927;tt9347730;Candyman;;2021;0;91;44515.0;FALSE;
984;9929;tt9351980;Áméricán Fáctớry;American Factory;\N;2019;110;20441.0;TRUE;
985;9939;tt9418878;A Tale of Three Sisters;Kiz Kardesler;2019;0;108;3522.0;TRUE;
986;9961;tt9610262;Chaal Jeevi Laiye;Chaal Jeevi Laiye;2019;0;137;1042.0;TRUE;
987;9965;tt9624766;Jiu Jitsu;;2020;0;102;7920.0;FALSE;
988;9966;tt9625664;Trauma Center;;2019;0;87;12951.0;FALSE;
989;9981;tt9741310;Slaxx;Slaxx;2020;0;77;2464.0;FALSE;
990;9982;tt9742392;Kindred;Kindred;2020;0;101;1719.0;FALSE;
991;9996;tt9850386;The Bee Gees: How Can You Mend a Broken Heart;;2020;0;111;4144.0;TRUE;
992;9999;tt9911196;The Marriage Escape;De beentjes van Sint-Hildegard;2020;0;103;3242.0;TRUE;
